Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,OrderID_Year,OrderDate_Year,Days to Ship,Customer Name Masked,Original Price,Total Sales,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Since Last Order,Sales Quintile,Profit Quintile,Days to Ship Category,State_encoded,OrderDate_Year_Month
1161,CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77,2017.0,2017,5,CN,11.54,23.08,11.54,0.0,0.0,Standard,0.0,Q5,Q1,Standard,22,2017-06
1173,CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755,2014.0,2014,4,CN,20.65,82.6,27.8775,4.13,20.65,Standard,,Q2,Q3,Standard,4,2014-04
3008,CA-2014-130729,2014-10-24,2014-10-29,Standard Class,AA-10375,Consumer,United States,Rancho Cucamonga,California,91730,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3,0.2,11.1384,2014.0,2014,5,CN,42.84,102.816,33.4152,8.568,25.704,Standard,186.0,Q2,Q3,Standard,4,2014-10
808,CA-2015-140921,2015-02-03,2015-02-05,First Class,AA-10375,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.076,2015.0,2015,2,CN,28.4,56.8,22.152,0.0,0.0,Urgent,102.0,Q2,Q3,Urgent,26,2015-02
809,CA-2015-140921,2015-02-03,2015-02-05,First Class,AA-10375,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,3,0.0,50.9898,2015.0,2015,2,CN,149.97,449.91,152.9694,0.0,0.0,Urgent,0.0,Q2,Q3,Urgent,26,2015-02
1979,CA-2015-109939,2015-05-08,2015-05-12,Standard Class,AA-10375,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904,2015.0,2015,4,CN,6.56,10.496,1.1808,1.312,2.624,Standard,94.0,Q2,Q3,Standard,36,2015-05
6466,CA-2015-114503,2015-11-13,2015-11-17,Standard Class,AA-10375,Consumer,United States,Lebanon,Tennessee,37087,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,84.96,6,0.2,6.372,2015.0,2015,4,CN,106.2,509.76,38.232,21.24,127.44,Standard,189.0,Q2,Q3,Standard,41,2015-11
536,CA-2016-126613,2016-07-10,2016-07-16,Standard Class,AA-10375,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672,2016.0,2016,6,CN,20.96,33.536,2.9344,4.192,8.384,Standard,240.0,Q2,Q3,Standard,1,2016-07
2264,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0.0,114.9954,2016.0,2016,2,CN,499.98,999.96,229.9908,0.0,0.0,Urgent,127.0,Q2,Q3,Urgent,10,2016-11
2265,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,2016.0,2016,2,CN,5.28,5.28,2.376,0.0,0.0,Urgent,0.0,Q2,Q3,Urgent,10,2016-11
2266,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.8822,2016.0,2016,2,CN,8.26,16.52,7.7644,0.0,0.0,Urgent,0.0,Q2,Q3,Urgent,10,2016-11
9539,US-2017-169488,2017-09-07,2017-09-09,First Class,AA-10375,Consumer,United States,Providence,Rhode Island,2908,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,16.9,5,0.0,7.774,2017.0,2017,2,CN,16.9,84.5,38.87,0.0,0.0,Urgent,297.0,Q2,Q3,Urgent,38,2017-09
9540,US-2017-169488,2017-09-07,2017-09-09,First Class,AA-10375,Consumer,United States,Providence,Rhode Island,2908,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,39.96,2,0.0,18.7812,2017.0,2017,2,CN,39.96,79.92,37.5624,0.0,0.0,Urgent,0.0,Q2,Q3,Urgent,38,2017-09
6748,CA-2017-100230,2017-12-11,2017-12-15,Standard Class,AA-10375,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,14.952,1,0.2,5.0463,2017.0,2017,4,CN,18.69,14.952,5.0463,3.737999999999999,3.737999999999999,Standard,95.0,Q2,Q3,Standard,31,2017-12
6749,CA-2017-100230,2017-12-11,2017-12-15,Standard Class,AA-10375,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,17.94,3,0.0,8.073,2017.0,2017,4,CN,17.94,53.82000000000001,24.219,0.0,0.0,Standard,0.0,Q2,Q3,Standard,31,2017-12
6750,CA-2017-100230,2017-12-11,2017-12-15,Standard Class,AA-10375,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,116.98,2,0.0,29.245,2017.0,2017,4,CN,116.98,233.96,58.49,0.0,0.0,Standard,0.0,Q2,Q3,Standard,31,2017-12
1460,CA-2014-155271,2014-05-04,2014-05-04,Same Day,AA-10480,Consumer,United States,Middletown,Connecticut,6457,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,2014.0,2014,0,CN,27.46,54.92,19.7712,0.0,0.0,Immediate,,Q3,Q4,Immediate,6,2014-05
3108,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0.0,10.0878,2016.0,2016,5,CN,21.93,65.78999999999999,30.263399999999997,0.0,0.0,Standard,805.0,Q3,Q4,Standard,24,2016-07
3109,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,2016.0,2016,5,CN,242.94,728.8199999999999,14.5764,0.0,0.0,Standard,0.0,Q3,Q4,Standard,24,2016-07
3110,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0.0,3.7436,2016.0,2016,5,CN,7.64,7.64,3.7436,0.0,0.0,Standard,0.0,Q3,Q4,Standard,24,2016-07
3111,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0.0,25.4016,2016.0,2016,5,CN,51.84,414.72,203.2128,0.0,0.0,Standard,0.0,Q3,Q4,Standard,24,2016-07
3112,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0.0,47.7306,2016.0,2016,5,CN,265.17,265.17,47.7306,0.0,0.0,Standard,0.0,Q3,Q4,Standard,24,2016-07
7703,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,11.56,2,0.0,5.6644,2016.0,2016,7,CN,11.56,23.12,11.3288,0.0,0.0,Standard,40.0,Q3,Q4,Standard,21,2016-08
7704,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0.0,58.7916,2016.0,2016,7,CN,209.97,629.91,176.3748,0.0,0.0,Standard,0.0,Q3,Q4,Standard,21,2016-08
7705,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,4,0.0,98.5248,2016.0,2016,7,CN,447.84,1791.36,394.0992,0.0,0.0,Standard,0.0,Q3,Q4,Standard,21,2016-08
7706,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,479.97,3,0.0,163.1898,2016.0,2016,7,CN,479.97,1439.91,489.5694,0.0,0.0,Standard,0.0,Q3,Q4,Standard,21,2016-08
7707,CA-2016-114601,2016-08-26,2016-09-02,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,0.0,2.5056,2016.0,2016,7,CN,8.64,25.92,7.5168,0.0,0.0,Standard,0.0,Q3,Q4,Standard,21,2016-08
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,2017.0,2017,5,CN,19.44,46.656,16.3296,3.888,11.664,Standard,232.0,Q3,Q4,Standard,32,2017-04
4021,CA-2014-154963,2014-06-22,2014-06-27,Standard Class,AA-10645,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,3,0.3,-4.8588,2014.0,2014,5,CN,242.94,510.174,-14.5764,72.88199999999999,218.64599999999996,Standard,,Q5,Q5,Standard,37,2014-06
4022,CA-2014-154963,2014-06-22,2014-06-27,Standard Class,AA-10645,Consumer,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,3,0.4,-15.1767,2014.0,2014,5,CN,137.97,248.346,-45.5301,55.188,165.56400000000002,Standard,0.0,Q5,Q5,Standard,37,2014-06
4023,CA-2014-154963,2014-06-22,2014-06-27,Standard Class,AA-10645,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,5,0.3,0.0,2014.0,2014,5,CN,1219.9,4269.65,0.0,365.97,1829.85,Standard,0.0,Q5,Q5,Standard,37,2014-06
8004,CA-2014-143210,2014-12-01,2014-12-03,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004434,Technology,Phones,Cisco IP�Phone�7961G VoIP�phone�- Dark gray,271.9,2,0.0,78.851,2014.0,2014,2,CN,271.9,543.8,157.702,0.0,0.0,Urgent,162.0,Q5,Q5,Urgent,20,2014-12
8005,CA-2014-143210,2014-12-01,2014-12-03,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,3,0.0,15.5856,2014.0,2014,2,CN,45.84,137.52,46.7568,0.0,0.0,Urgent,0.0,Q5,Q5,Urgent,20,2014-12
8006,CA-2014-143210,2014-12-01,2014-12-03,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0.0,3.2406,2014.0,2014,2,CN,9.82,19.64,6.4812,0.0,0.0,Urgent,0.0,Q5,Q5,Urgent,20,2014-12
8008,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0.0,5.4124,2015.0,2015,7,CN,541.24,2164.96,21.6496,0.0,0.0,Standard,351.0,Q5,Q5,Standard,35,2015-11
8009,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704,2015.0,2015,7,CN,106.32,318.96,149.9112,0.0,0.0,Standard,0.0,Q5,Q5,Standard,35,2015-11
8010,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1323.9,5,0.0,383.931,2015.0,2015,7,CN,1323.9,6619.5,1919.655,0.0,0.0,Standard,0.0,Q5,Q5,Standard,35,2015-11
4452,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0.0,8.636,2016.0,2016,2,CN,25.4,127.0,43.17999999999999,0.0,0.0,Urgent,230.0,Q5,Q5,Urgent,4,2016-07
4453,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,0.0,20.6612,2016.0,2016,2,CN,43.96,87.92,41.3224,0.0,0.0,Urgent,0.0,Q5,Q5,Urgent,4,2016-07
4454,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,0.15,225.735,2016.0,2016,2,CN,1504.9,6395.825,1128.6750000000002,225.735,1128.6750000000002,Urgent,0.0,Q5,Q5,Urgent,4,2016-07
4455,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0.0,0.5584,2016.0,2016,2,CN,27.92,111.68,2.2336,0.0,0.0,Urgent,0.0,Q5,Q5,Urgent,4,2016-07
6037,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,2016.0,2016,4,CN,42.6,127.8,49.842,0.0,0.0,Standard,62.0,Q5,Q5,Standard,16,2016-09
6038,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0.0,54.6912,2016.0,2016,4,CN,113.94,683.64,328.1472,0.0,0.0,Standard,0.0,Q5,Q5,Standard,16,2016-09
6039,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0.0,5.1968,2016.0,2016,4,CN,129.92,519.68,20.7872,0.0,0.0,Standard,0.0,Q5,Q5,Standard,16,2016-09
6040,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,0.0,2.5344,2016.0,2016,4,CN,5.28,15.84,7.603200000000001,0.0,0.0,Standard,0.0,Q5,Q5,Standard,16,2016-09
7490,CA-2017-157196,2017-11-05,2017-11-09,Standard Class,AA-10645,Consumer,United States,San Diego,California,92105,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0.0,6.2208,2017.0,2017,4,CN,12.96,25.92,12.4416,0.0,0.0,Standard,427.0,Q5,Q5,Standard,4,2017-11
8223,CA-2014-152905,2014-02-18,2014-02-24,Standard Class,AB-10015,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2,0.2,-2.5248,2014.0,2014,6,CN,15.78,25.248,-5.0496,3.156,6.312,Standard,,Q1,Q2,Standard,42,2014-02
4962,CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1,0.2,5.4801,2014.0,2014,1,CN,60.89,48.712,5.4801,12.178,12.178,Urgent,17.0,Q1,Q2,Urgent,47,2014-03
4963,CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0.0,4.6644,2014.0,2014,1,CN,17.94,53.82000000000001,13.993199999999998,0.0,0.0,Urgent,0.0,Q1,Q2,Urgent,47,2014-03
4964,CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,2014.0,2014,1,CN,242.94,728.8199999999999,14.5764,0.0,0.0,Urgent,0.0,Q1,Q2,Urgent,47,2014-03
8802,CA-2016-140935,2016-11-10,2016-11-12,First Class,AB-10015,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0.0,62.1544,2016.0,2016,2,CN,221.98,443.96,124.3088,0.0,0.0,Urgent,979.0,Q1,Q2,Urgent,35,2016-11
8803,CA-2016-140935,2016-11-10,2016-11-12,First Class,AB-10015,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,0.0,54.7136,2016.0,2016,2,CN,341.96,683.92,109.4272,0.0,0.0,Urgent,0.0,Q1,Q2,Urgent,35,2016-11
5051,CA-2015-150511,2015-09-18,2015-09-24,Standard Class,AB-10060,Home Office,United States,Des Moines,Washington,98198,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138,2015.0,2015,6,CN,18.54,37.08,17.4276,0.0,0.0,Standard,,Q5,Q5,Standard,47,2015-09
2364,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Home Office,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0.0,40.9216,2016.0,2016,5,CN,127.88,255.76,81.8432,0.0,0.0,Standard,177.0,Q5,Q5,Standard,45,2016-03
2365,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.8896,2016.0,2016,5,CN,160.32,320.64,89.7792,0.0,0.0,Standard,0.0,Q5,Q5,Standard,45,2016-03
2366,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,4,0.0,20.7,2016.0,2016,5,CN,46.0,184.0,82.8,0.0,0.0,Standard,0.0,Q5,Q5,Standard,45,2016-03
1176,CA-2016-161207,2016-08-29,2016-09-03,Standard Class,AB-10060,Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,2016.0,2016,5,CN,27.93,83.78999999999999,24.299100000000003,0.0,0.0,Standard,169.0,Q5,Q5,Standard,28,2016-08
350,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0.0,2.3086,2016.0,2016,2,CN,6.79,6.79,2.3086,0.0,0.0,Urgent,3.0,Q5,Q5,Urgent,31,2016-09
351,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.5432,2016.0,2016,2,CN,24.56,49.12,23.0864,0.0,0.0,Urgent,0.0,Q5,Q5,Urgent,31,2016-09
352,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,2016.0,2016,2,CN,3.81,3.048,1.0668,0.762,0.762,Urgent,0.0,Q5,Q5,Urgent,31,2016-09
353,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864,2016.0,2016,2,CN,49.12,196.48,92.3456,0.0,0.0,Urgent,0.0,Q5,Q5,Urgent,31,2016-09
354,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296,2016.0,2016,2,CN,5443.959999999999,17420.672,5661.7184,1088.792,4355.168,Urgent,0.0,Q5,Q5,Urgent,31,2016-09
5001,CA-2017-159688,2017-05-07,2017-05-12,Standard Class,AB-10060,Home Office,United States,Los Angeles,California,90004,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,0.0,28.7964,2017.0,2017,5,CN,79.99,79.99,28.7964,0.0,0.0,Standard,248.0,Q5,Q5,Standard,4,2017-05
3034,CA-2017-134173,2017-09-16,2017-09-21,Standard Class,AB-10060,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576,2017.0,2017,5,CN,25.92,82.944,29.0304,5.184,20.736,Standard,132.0,Q5,Q5,Standard,37,2017-09
9498,CA-2017-118213,2017-11-05,2017-11-07,First Class,AB-10060,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1,0.0,2.0286,2017.0,2017,2,CN,4.41,4.41,2.0286,0.0,0.0,Urgent,50.0,Q5,Q5,Urgent,13,2017-11
